Rank	Score	Type	ID	Name	Description
3405	0	cp	BRD-A17411484	carprofen	Cyclooxygenase inhibitor
3406	0	cp	BRD-A98702003	carbenoxolone	11-beta-HSD1 inhibitor
3407	0	cp	BRD-K27499107	carbacyclin	IP receptor activator
3408	0	cp	BRD-A58157837	butabindide	Tripeptidyl peptidase inhibitor
3409	0	cp	BRD-K32906660	bis-tyrphostin	EGFR inhibitor
3410	0	cp	BRD-K89210380	biotin	Vitamin B
3411	0	cp	BRD-A17428743	BW-723C86	Serotonin receptor agonist
3412	0	cp	BRD-A16665823	butoconazole	Bacterial cell wall synthesis inhibitor
3413	0	cp	BRD-K17868609	BRL-54443	Serotonin receptor agonist
3414	0	cp	BRD-K84266862	BRL-50481	Phosphodiesterase inhibitor
3415	0	cp	BRD-A51829654	BRL-15572	Serotonin receptor antagonist
3416	0	cp	BRD-K45479396	BP-554	Serotonin receptor agonist
3417	0	cp	BRD-K32584078	BML-257	AKT inhibitor
3418	0	cp	BRD-K28075147	biochanin-a	Estrogen receptor agonist
3419	0	cp	BRD-K46018455	bezafibrate	PPAR receptor agonist
3420	0	cp	BRD-K09668667	benzo(a)pyrene	Carcinogen
3421	0	cp	BRD-K18799075	BAY-59-3074	Cannabinoid receptor partial agonist
3422	0	cp	BRD-K54704028	BAY-36-7620	Glutamate receptor antagonist
3423	0	cp	BRD-K40919711	BAPTA-AM	Potassium channel blocker
3424	0	cp	BRD-K75615183	talipexole	Adrenergic receptor agonist
3425	0	cp	BRD-K15164005	apoptosis-activator-II	Carboxylesterase inhibitor
3426	0	cp	BRD-K91370081	anisomycin	DNA synthesis inhibitor
3427	0	cp	BRD-K88611939	aniracetam	Glutamate receptor agonist
3428	0	cp	BRD-K08502430	angiogenesis-inhibitor	Angiogenesis inhibitor
3429	0	cp	BRD-K04976539	aminogenistein	SRC inhibitor
3430	0	cp	BRD-K52459643	prostaglandin-e1	Prostanoid receptor agonist
3431	0	cp	BRD-K51751936	alfadolone	GABA receptor agonist
3432	0	cp	BRD-K36258877	AZ-10417808	Caspase inhibitor
3433	0	cp	BRD-K85013741	auraptene	Nitric oxide production inhibitor
3434	0	cp	BRD-K29555132	arachidonamide	Cannabinoid receptor agonist
3435	0	cp	BRD-K81729199	AQ-RA741	Acetylcholine receptor antagonist
3436	0	cp	BRD-K78280988	anandamide	Cannabinoid receptor agonist
3437	0	cp	BRD-A28318179	aminomethyltransferase	Nitric oxide synthase inhibitor
3438	0	cp	BRD-K23335153	AMN-082	Glutamate receptor modulator
3439	0	cp	BRD-A11813248	AM-92016	Potassium channel blocker
3440	0	cp	BRD-K21667562	AM-404	Cyclooxygenase inhibitor
3441	0	cp	BRD-K59469039	AG-879	Angiogenesis inhibitor
3442	0	cp	BRD-K33204703	AG-370	PDGFR receptor inhibitor
3443	0	cp	BRD-K87919739	tyrphostin-AG-825	Receptor tyrosine protein kinase inhibitor
3444	0	cp	BRD-K89930444	AG-592	Tyrosine kinase inhibitor
3445	0	cp	BRD-K34533029	tyrphostin-AG-494	EGFR inhibitor
3446	0	cp	BRD-K12357156	AG-490	EGFR inhibitor
3447	0	cp	BRD-A95445494	maackiain	Sodium/glucose cotransporter inhibitor
3448	0	cp	BRD-A11135865	nor-binaltorphimine	Opioid receptor antagonist
3449	0	cp	BRD-A78360835	cercosporin	Photoactivated toxin
3450	0	cp	BRD-K40624912	ZM-39923	JAK inhibitor
3451	0	cp	BRD-K56403959	ZK-756326	CC chemokine receptor ligand
3452	0	cp	BRD-K45296539	ZD-7114	Adrenergic receptor agonist
3453	0	cp	BRD-K06712146	YM-90709	IL5 inhibitor
3454	0	cp	BRD-K44084986	Y-27632	Rho associated kinase inhibitor
3455	0	cp	BRD-K42748308	XE-991	Potassium channel blocker
3456	0	cp	BRD-K95655893	MAZ-51	VEGFR inhibitor
3457	0	cp	BRD-K51018020	VAMA-37	DNA dependent protein kinase inhibitor
3458	0	cp	BRD-A60294240	tribenoside	Anti-inflammatory
3459	0	cp	BRD-K84663978	trequinsin	Phosphodiesterase inhibitor
3460	0	cp	BRD-K30480208	torasemide	Electrolyte reabsorption inhibitor
3461	0	cp	BRD-K69600043	thiethylperazine	Dopamine receptor antagonist
3462	0	cp	BRD-A52660433	tetrindole	Monoamine oxidase inhibitor
3463	0	cp	BRD-K04210847	tamoxifen	Estrogen receptor antagonist
3464	0	cp	BRD-A92439610	triamcinolone	Glucocorticoid receptor agonist
3465	0	cp	BRD-A43974575	tranylcypromine	Monoamine oxidase inhibitor
3466	0	cp	BRD-K64514229	toltrazuril	Antiprotozoal
3467	0	cp	BRD-K00603606	ticlopidine	Purinergic receptor antagonist
3468	0	cp	BRD-A42831637	tetrahydrocannabinol-7-oic-acid	Anti-inflammatory
3469	0	cp	BRD-K34820100	tebuthiuron	Photosynthesis inhibitor
3470	0	cp	BRD-K50495309	SRC-kinase-inhibitor-I	SRC inhibitor
3471	0	cp	BRD-A72483914	spiroxatrine	Serotonin receptor antagonist
3472	0	cp	BRD-A33168282	sotalol	Adrenergic receptor antagonist
3473	0	cp	BRD-A77299732	salubrinal	Eukaryotic translation initiation factor inhibitor
3474	0	cp	BRD-K99595596	salsolinol	Monoamine oxidase inhibitor
3475	0	cp	BRD-A72066420	mifobate	PPAR receptor antagonist
3476	0	cp	BRD-A54596827	solifenacin	Acetylcholine receptor antagonist
3477	0	cp	BRD-A58564983	selamectin	Nematocide
3478	0	cp	BRD-A92161634	scopoline	Acetylcholine receptor antagonist
3479	0	cp	BRD-K52512893	SC-19220	Prostanoid receptor antagonist
3480	0	cp	BRD-A06352508	SB-218078	CHK inhibitor
3481	0	cp	BRD-K64614248	salicin	Anti-inflammatory
3482	0	cp	BRD-K58299615	RO-90-7501	Beta amyloid inhibitor
3483	0	cp	BRD-K06543683	bisindolylmaleimide-ix	CDK inhibitor
3484	0	cp	BRD-A71765365	mepireserpate	Catecholamine depleting sympatholytic
3485	0	cp	BRD-K83063356	RS-102895	CCR antagonist
3486	0	cp	BRD-A34255068	rolipram	Phosphodiesterase inhibitor
3487	0	cp	BRD-K54411430	robustic-acid	cAMP inhibitor
3488	0	cp	BRD-A77349281	RK-682	Tyrosine phosphatase inhibitor
3489	0	cp	BRD-K75699339	rizatriptan	Serotonin receptor agonist
3490	0	cp	BRD-K13725475	rhodomyrtoxin	Cytotoxic agent
3491	0	cp	BRD-K37206356	rhamnetin	HDAC inhibitor
3492	0	cp	BRD-K50836978	purvalanol-a	CDK inhibitor
3493	0	cp	BRD-K83302049	protopine	Histamine receptor antagonist
3494	0	cp	BRD-A41304429	practolol	Adrenergic receptor antagonist
3495	0	cp	BRD-K38251852	paxilline	Potassium channel blocker
3496	0	cp	BRD-K79366068	PSB-069	NTPDase inhibitor
3497	0	cp	BRD-A62525898	prednisone	Glucocorticoid receptor agonist
3498	0	cp	BRD-A78391468	prednisolone	Glucocorticoid receptor agonist
3499	0	cp	BRD-A01643550	prednisolone	Glucocorticoid receptor agonist
3500	0	cp	BRD-A27887842	prednisolone	Glucocorticoid receptor agonist
3501	0	cp	BRD-K57304726	PRE-084	Sigma receptor agonist
3502	0	cp	BRD-K75958195	pizotifen	Serotonin receptor antagonist
3503	0	cp	BRD-K24132293	piperlongumine	Glutathione transferase inhibitor
3504	0	cp	BRD-K96319534	phentermine	Dopamine uptake inhibitor
3505	0	cp	BRD-A45333398	periplocymarin	Apoptosis stimulant
3506	0	cp	BRD-K60770992	pergolide	Dopamine receptor agonist
3507	0	cp	BRD-K55191674	benzylpenicillin	Penicillin binding protein inhibitor
3508	0	cp	BRD-K25394294	oxaprozin	Cyclooxygenase inhibitor
3509	0	cp	BRD-A68930007	ouabain	ATPase inhibitor
3510	0	cp	BRD-A83855350	naltrexone	Opioid receptor antagonist
3511	0	cp	BRD-K50311478	tosyl-phenylalanyl-chloromethyl-ketone	Chymotrypsin inhibitor
3512	0	cp	BRD-K03109492	NSC-663284	CDC inhibitor
3513	0	cp	BRD-K79092138	nitrofural	Bacterial DNA inhibitor
3514	0	cp	BRD-A61470182	n-formylmethionylalanine	macrophage activator
3515	0	cp	BRD-K31542390	mycophenolic-acid	Dehydrogenase inhibitor
3516	0	cp	BRD-K46862739	metyrapone	Cytochrome P450 inhibitor
3517	0	cp	BRD-K03319035	maprotiline	Norepinephrine reuptake inhibitor
3518	0	cp	BRD-A06784547	MRS-1334	Adenosine receptor antagonist
3519	0	cp	BRD-K68402494	ML-9	Myosin light chain kinase inhibitor
3520	0	cp	BRD-A02189320	met-leu-phe	-666
3521	0	cp	BRD-K18194590	mephentermine	Adrenergic receptor agonist
3522	0	cp	BRD-K59753853	MDL-29951	Glutamate receptor antagonist
3523	0	cp	BRD-K36377456	marmesin	Angiogenesis inhibitor
3524	0	cp	BRD-K62792802	LY-83583	Guanylyl cyclase inhibitor
3525	0	cp	BRD-A92826379	lupanine	Sodium channel blocker
3526	0	cp	BRD-A32836748	leu-enkephalin	Opioid receptor agonist
3527	0	cp	BRD-A71203467	l-stepholidine	Dopamine receptor antagonist
3528	0	cp	BRD-A84389091	L-655708	GABA receptor inverse agonist
3529	0	cp	BRD-K39733634	L-161982	Prostanoid receptor antagonist
3530	0	cp	BRD-K47150025	KI-8751	VEGFR inhibitor
3531	0	cp	BRD-K09497549	kawain	Calcium channel modulator
3532	0	cp	BRD-A90799790	isradipine	Calcium channel blocker
3533	0	cp	BRD-K90574421	ipsapirone	Serotonin receptor agonist
3534	0	cp	BRD-A10903566	imiloxan	Adrenergic receptor antagonist
3535	0	cp	BRD-K48869804	icilin	TRPV agonist
3536	0	cp	BRD-A78942461	ICI-118551	Adrenergic receptor antagonist
3537	0	cp	BRD-K65639003	icariin	Phosphodiesterase inhibitor
3538	0	cp	BRD-K35377380	I-OMe-AG-538	IGF-1 inhibitor
3539	0	cp	BRD-A78295502	hydroquinine	Antiarrhythmic
3540	0	cp	BRD-K99946902	hexylresorcinol	Local anesthetic
3541	0	cp	BRD-K54771420	glycocholic-acid	Cholesterol inhibitor
3542	0	cp	BRD-A17535965	gelsemine	Acetylcholine receptor antagonist
3543	0	cp	BRD-K39520573	GW-5074	Leucine rich repeat kinase inhibitor
3544	0	cp	BRD-K83023055	GR-135531	Melatonin receptor agonist
3545	0	cp	BRD-A71157293	fursultiamine	Vitamin B
3546	0	cp	BRD-K28307902	flutamide	Androgen receptor antagonist
3547	0	cp	BRD-A15297126	fluocinonide	Glucocorticoid receptor agonist
3548	0	cp	BRD-K40227168	vinburnine	Adrenergic receptor antagonist
3549	0	cp	BRD-A41519720	ezetimibe	Niemann-Pick C1-like 1 protein antagonist
3550	0	cp	BRD-A73741725	exemestane	Aromatase inhibitor
3551	0	cp	BRD-K32977963	eugenol	Androgen receptor antagonist
3552	0	cp	BRD-A91452556	estradiol-cypionate	Estrogen receptor agonist
3553	0	cp	BRD-K14920963	erythrosine	Coloring agent
3554	0	cp	BRD-K51677086	erythromycin	NFkB pathway inhibitor
3555	0	cp	BRD-K39746403	erythromycin	NFkB pathway inhibitor
3556	0	cp	BRD-K04548931	pidorubicine	Topoisomerase inhibitor
3557	0	cp	BRD-A98431941	ephedrine	Adrenergic receptor agonist
3558	0	cp	BRD-K47192521	icosapent	Platelet aggregation inhibitor
3559	0	cp	BRD-K54233340	dorsomorphin	AMPK inhibitor
3560	0	cp	BRD-A54845972	dihydroergotamine	Serotonin receptor agonist
3561	0	cp	BRD-K18518344	digitoxigenin	ATPase inhibitor
3562	0	cp	BRD-K38305202	domperidone	Dopamine receptor antagonist
3563	0	cp	BRD-K82577285	dipropyl-dopamine	Dopamine receptor agonist
3564	0	cp	BRD-A65076780	dihydroergocristine	Adrenergic receptor antagonist
3565	0	cp	BRD-A02713983	dihydrodeoxygedunin	Growth factor receptor activator
3566	0	cp	BRD-K20152659	gamma-homolinolenic-acid	Cholesterol inhibitor
3567	0	cp	BRD-A94756469	digoxin	ATPase inhibitor
3568	0	cp	BRD-A93236127	digitoxin	ATPase inhibitor
3569	0	cp	BRD-K45542189	diethylcarbamazine	Lipoxygenase inhibitor
3570	0	cp	BRD-K95309561	dienestrol	Estrogen receptor agonist
3571	0	cp	BRD-K68558722	deracoxib	Cyclooxygenase inhibitor
3572	0	cp	BRD-A17819071	gedunin	HSP inhibitor
3573	0	cp	BRD-K43389675	daunorubicin	RNA synthesis inhibitor
3574	0	cp	BRD-A92537424	danazol	Estrogen receptor antagonist
3575	0	cp	BRD-A62184259	cycloheximide	Protein synthesis inhibitor
3576	0	cp	BRD-A65440446	cimaterol	Adrenergic receptor agonist
3577	0	cp	BRD-K40965114	cyanopindolol	Adrenergic receptor antagonist
3578	0	cp	BRD-A29426959	carbinoxamine	Histamine receptor antagonist
3579	0	cp	BRD-K02404261	caffeine	Adenosine receptor antagonist
3580	0	cp	BRD-A56020723	CA-074-Me	Cathepsin inhibitor
3581	0	cp	BRD-K41707108	ceramide	Phosphoenolpyruvate carboxylase activator
3582	0	cp	BRD-A22713669	BVT-948	Tyrosine phosphatase inhibitor
3583	0	cp	BRD-K56115039	BU-226	Imidazoline receptor ligand
3584	0	cp	BRD-K55344148	BU-224	Imidazoline receptor ligand
3585	0	cp	BRD-K84895041	BMY-45778	IP1 prostacyclin receptor agonist
3586	0	cp	BRD-K56509348	BMS-182874	Endothelin receptor antagonist
3587	0	cp	BRD-K49294207	BIBU-1361	EGFR inhibitor
3588	0	cp	BRD-A02180903	betamethasone	Glucocorticoid receptor agonist
3589	0	cp	BRD-A16694057	bisphenol-a	PPAR receptor antagonist
3590	0	cp	BRD-K04877770	FTase-inhibitor-B581	Farnesyltransferase inhibitor
3591	0	cp	BRD-A66199457	asiaticoside	Antineoplastic
3592	0	cp	BRD-K55424922	anpirtoline	Serotonin receptor agonist
3593	0	cp	BRD-K93080877	Ala-Ala-Phe-CMK	Tripeptidyl peptidase inhibitor
3594	0	cp	BRD-A65145453	ATPA	Glutamate receptor agonist
3595	0	cp	BRD-A72758037	asiatic-acid	Apoptosis stimulant
3596	0	cp	BRD-K62200014	anagrelide	Phosphodiesterase inhibitor
3597	0	cp	BRD-K98490050	amsacrine	Topoisomerase inhibitor
3598	0	cp	BRD-A56675431	altizide	Thiazide diuretic
3599	0	cp	BRD-K30020243	aliskiren	Antihypertensive
3600	0	cp	BRD-K03670461	tyrphostin-AG-82	EGFR inhibitor
3601	0	cp	BRD-A07824748	flavanone	11-beta-HSD1 inhibitor
3602	0	cp	BRD-A85280935	quinpirole	Dopamine receptor agonist
7288	0	cp	BRD-A45498368	WYE-125132	MTOR inhibitor
7289	0	cp	BRD-K51313569	palbociclib	CDK inhibitor
7290	0	cp	BRD-K83963101	MLN-8054	Aurora kinase inhibitor
7291	0	cp	BRD-K53561341	KIN001-220	Aurora kinase inhibitor
7292	0	cp	BRD-K68407802	KIN001-055	EGFR inhibitor
7293	0	cp	BRD-K92428232	GSK-461364	PLK inhibitor
7294	0	cp	BRD-K15592317	CP466722	ATM kinase inhibitor
7295	0	cp	BRD-K46056750	AZD-7762	CHK inhibitor
7296	0	cp	BRD-K41895714	AS-605240	PI3K inhibitor
7297	0	cp	BRD-K93918653	quizartinib	FLT3 inhibitor
7298	0	cp	BRD-K59369769	tozasertib	Aurora kinase inhibitor
7299	0	cp	BRD-K87909389	alvocidib	CDK inhibitor
7300	0	cp	BRD-K57080016	selumetinib	MEK inhibitor
7301	0	cp	BRD-K29313308	HDAC3-selective	HDAC inhibitor
7302	0	cp	BRD-K85133207	HDAC1-selective	HDAC inhibitor
7303	0	cp	BRD-K52313696	tacedinaline	HDAC inhibitor
7304	0	cp	BRD-A92670106	tocainide	Sodium channel blocker
7305	0	cp	BRD-K53857191	risperidone	Dopamine receptor antagonist
7306	0	cp	BRD-A07765530	epinephrine	carbonic anhydrase activator
7307	0	cp	BRD-K28183345	proguanil	Dihydrofolate reductase inhibitor
7308	0	cp	BRD-K13032584	procarbazine	Monoamine oxidase inhibitor
7309	0	cp	BRD-A58048407	nimodipine	Calcium channel blocker
7310	0	cp	BRD-K33453211	levocabastine	Histamine receptor antagonist
7311	0	cp	BRD-A44090213	indoprofen	Cyclooxygenase inhibitor
7312	0	cp	BRD-K80396088	gliquidone	Sulfonylurea
7313	0	cp	BRD-A74980173	gatifloxacin	Bacterial DNA gyrase inhibitor
7314	0	cp	BRD-A73368467	fexofenadine	Histamine receptor antagonist
7315	0	cp	BRD-K21450440	benzthiazide	Carbonic anhydrase inhibitor
7316	0	cp	BRD-K63979671	etifenin	Compound used in hepatobiliary scans of the liver
7317	0	cp	BRD-K38055836	etamivan	Respiratory stimulant
7318	0	cp	BRD-K19111024	clofibric-acid	PPAR receptor agonist
7319	0	cp	BRD-K72093121	vidarabine	Antiviral
7320	0	cp	BRD-K86204871	terconazole	Sterol demethylase inhibitor
7321	0	cp	BRD-K93280214	gabazine	GABA receptor antagonist
7322	0	cp	BRD-K79145749	dibenzepin	Norepinephrine reuptake inhibitor
7323	0	cp	BRD-A68723818	brompheniramine	Histamine receptor antagonist
7324	0	cp	BRD-K85090592	pilocarpine	Acetylcholine receptor agonist
7325	0	cp	BRD-K28912512	nicotinamide	Protein synthesis stimulant
7326	0	cp	BRD-K35559145	levomepromazine	Dopamine receptor antagonist
7327	0	cp	BRD-K91263825	nortriptyline	Tricyclic antidepressant
7328	0	cp	BRD-K36616567	doxepin	Histamine receptor antagonist
7329	0	cp	BRD-K97752965	nicorandil	Nitric oxide donor
7330	0	cp	BRD-K07237224	moclobemide	Monoamine oxidase inhibitor
7331	0	cp	BRD-A75552914	isoxicam	Cyclooxygenase inhibitor
7332	0	cp	BRD-K47639036	flavoxate	Acetylcholine receptor antagonist
7333	0	cp	BRD-A39230911	chlorphensin	Muscle relaxant
7334	0	cp	BRD-K97061094	azacyclonol	Histamine receptor antagonist
7335	0	cp	BRD-K55044200	amoxicillin	Penicillin binding protein inhibitor
7336	0	cp	BRD-K06926592	tretinoin	Retinoid receptor agonist
7337	0	cp	BRD-K55127134	fluphenazine	Dopamine receptor antagonist
7338	0	cp	BRD-A78322124	dobutamine	Adrenergic receptor agonist
7339	0	cp	BRD-A53952395	prilocaine	Local anesthetic
7340	0	cp	BRD-A55815733	phylloquinone	Vitamin K
7341	0	cp	BRD-A31800922	procyclidine	Acetylcholine receptor antagonist
7342	0	cp	BRD-K15262564	mupirocin	Isoleucyl-tRNA synthetase inhibitor
7343	0	cp	BRD-A75368507	demeclocycline	Bacterial 30S ribosomal subunit inhibitor
7344	0	cp	BRD-K93433262	alfacalcidol	Vitamin D receptor agonist
7345	0	cp	BRD-A24228527	ofloxacin	Bacterial DNA gyrase inhibitor
7346	0	cp	BRD-A87606379	nadolol	Adrenergic receptor antagonist
7347	0	cp	BRD-K82381502	acetylcholine	Acetylcholine receptor agonist
7348	0	cp	BRD-K61250553	loperamide	Opioid receptor agonist
7349	0	cp	BRD-A80638690	floxuridine	DNA synthesis inhibitor
7350	0	cp	BRD-K23204545	busulfan	DNA inhibitor
7351	0	cp	BRD-A16478930	amcinonide	Glucocorticoid receptor agonist
7352	0	cp	BRD-K02123250	JNJ-38877605	Tyrosine kinase inhibitor
7353	0	cp	BRD-K06335600	tizanidine	Adrenergic receptor agonist
7354	0	cp	BRD-A88774919	doxycycline	Bacterial 30S ribosomal subunit inhibitor
7355	0	cp	BRD-A25067867	benzatropine	Acetylcholine receptor antagonist
7356	0	cp	BRD-K94830329	ataluren	CFTR channel agonist
7357	0	cp	BRD-K74763371	bosentan	Endothelin receptor antagonist
7358	0	cp	BRD-A51382177	fosinopril	ACE inhibitor
7359	0	cp	BRD-A04308630	genipin	Choleretic agent
7360	0	cp	BRD-K72903603	zidovudine	Reverse transcriptase inhibitor
7361	0	cp	BRD-K05395900	nicotine	Acetylcholine receptor agonist
7362	0	cp	BRD-A50311610	meclozine	CAR agonist
7363	0	cp	BRD-K67102207	phenylbutyrate	HDAC inhibitor
7364	0	cp	BRD-K11433652	aspirin	Cyclooxygenase inhibitor
7365	0	cp	BRD-A79803969	memantine	Glutamate receptor antagonist
7366	0	cp	BRD-A05352148	ipratropium	Acetylcholine receptor antagonist
7367	0	cp	BRD-K08273968	griseofulvin	Tubulin inhibitor
7368	0	cp	BRD-K22031190	diflunisal	Prostanoid receptor antagonist
7369	0	cp	BRD-K88868628	iodoacetic-acid	Cysteine peptidase inhibitor
7370	0	cp	BRD-K12002134	megestrol	progesterone receptor agonist
7371	0	cp	BRD-K11905747	spectinomycin	Bacterial 30S ribosomal subunit inhibitor
7372	0	cp	BRD-K90885812	propantheline	Acetylcholine receptor antagonist
7373	0	cp	BRD-K73978287	hydrocortisone	Glucocorticoid receptor agonist
7374	0	cp	BRD-A86044036	flurbiprofen	Cyclooxygenase inhibitor
7375	0	cp	BRD-K96037667	norethindrone	Progesterone receptor agonist
7376	0	cp	BRD-K90543092	levonorgestrel	Estrogen receptor agonist
7377	0	cp	BRD-K88568253	iproniazid	Monoamine oxidase inhibitor
7378	0	cp	BRD-A67605442	tetrahydrobiopterin	Nitric oxide stimulant
7379	0	cp	BRD-A31312900	montelukast	Leukotriene receptor antagonist
7380	0	cp	BRD-A91555231	norepinephrine	Adrenergic receptor agonist
7381	0	cp	BRD-K92049597	triamterene	Sodium channel blocker
7382	0	cp	BRD-K53790871	triamcinolone	Glucocorticoid receptor agonist
7383	0	cp	BRD-K10016611	pyridine-2-aldoxime	Acetylcholinesterase inhibitor
7384	0	cp	BRD-K40645748	mefloquine	Adenosine receptor antagonist
7385	0	cp	BRD-K11801786	trimidox	Ribonucleotide reductase inhibitor
7386	0	cp	BRD-K94353609	fluocinolone	Glucocorticoid receptor agonist
7387	0	cp	BRD-K38197229	bumetanide	Solute carrier family member inhibitor
7388	0	cp	BRD-A23290232	westcort	Glucocorticoid receptor agonist
7389	0	cp	BRD-A50157456	terbutaline	Adrenergic receptor agonist
7390	0	cp	BRD-K21680192	mitoxantrone	Topoisomerase inhibitor
7391	0	cp	BRD-K91601245	mercaptopurine	Immunosuppressant
7392	0	cp	BRD-K22662435	ganciclovir	DNA polymerase inhibitor
7393	0	cp	BRD-K63828191	raloxifene	Estrogen receptor antagonist
7394	0	cp	BRD-K62363391	dapsone	Bacterial antifolate
7395	0	cp	BRD-A09722536	cyclophosphamide	DNA alkylating agent
7396	0	cp	BRD-K20920669	cromoglicic-acid	Immunosuppressant
7397	0	cp	BRD-K63641886	cefuroxime	Bacterial cell wall synthesis inhibitor
7398	0	cp	BRD-A29260609	acebutolol	Adrenergic receptor antagonist
7399	0	cp	BRD-K93034159	cladribine	Adenosine deaminase inhibitor
7400	0	cp	BRD-K79602928	metformin	Insulin sensitizer
7401	0	cp	BRD-K71926323	marbofloxacin	Bacterial DNA gyrase inhibitor
7402	0	cp	BRD-K64517075	heliomycin	ATP synthase inhibitor
7403	0	cp	BRD-K55301415	abiraterone	17,20 lyase inhibitor
7404	0	cp	BRD-K35573744	erbstatin-analog	EGFR inhibitor
7405	0	cp	BRD-K34098590	tienilic-acid	Sodium/potassium/chloride transporter inhibitor
7406	0	cp	BRD-A64479082	quinidine	Sodium channel blocker
7407	0	cp	BRD-A29644307	nomifensine	Dopamine uptake inhibitor
7408	0	cp	BRD-A25576662	streptozotocin	DNA alkylating agent
7409	0	cp	BRD-K77008974	WYE-354	MTOR inhibitor
7410	0	cp	BRD-K17823458	danoprevir	HCV inhibitor
7411	0	cp	BRD-K06080977	eicosatetraynoic-acid	Cyclooxygenase inhibitor
7412	0	cp	BRD-K24994810	androstenol	GABA receptor modulator
7413	0	cp	BRD-K89839824	raltitrexed	Thymidylate synthase inhibitor
7414	0	cp	BRD-K71512533	SNS-314	Aurora kinase inhibitor
7415	0	cp	BRD-K17743125	belinostat	HDAC inhibitor
7416	0	cp	BRD-K92723993	imatinib	BCR-ABL kinase inhibitor
7417	0	cp	BRD-K50140147	NVP-TAE684	ALK inhibitor
7418	0	cp	BRD-A32161980	carbetocin	Oxytocin receptor agonist
7419	0	cp	BRD-K07888107	depudecin	HDAC inhibitor
7420	0	cp	BRD-K55991774	BAS-09104376	HIV integrase inhibitor
7421	0	cp	BRD-K22096725	ALW-II-49-7	Ephrin inhibitor
7422	0	cp	BRD-K19416115	sitagliptin	Dipeptidyl peptidase inhibitor
7423	0	cp	BRD-K31553034	zibotentan	Endothelin receptor antagonist
7424	0	cp	BRD-K07881437	danusertib	Aurora kinase inhibitor
7425	0	cp	BRD-K29733039	deforolimus	MTOR inhibitor
7426	0	cp	BRD-K97056771	HY-11007	BCR-ABL kinase inhibitor
7427	0	cp	BRD-K25504083	cytochalasin-d	Actin polymerization inhibitor
7428	0	cp	BRD-K56001384	antimycin-a	ATP synthase inhibitor
7429	0	cp	BRD-K00656370	6-aminochrysene	Transferase inhibitor
7430	0	cp	BRD-K26818574	BIX-01294	Histone lysine methyltransferase inhibitor
7431	0	cp	BRD-K02130563	panobinostat	HDAC inhibitor
7432	0	cp	BRD-A36074203	remacemide	Glutamate receptor antagonist
7433	0	cp	BRD-K98530306	clonidine	Adrenergic receptor agonist
7434	0	cp	BRD-K67637637	olopatadine	Histamine receptor antagonist
7435	0	cp	BRD-K12102668	nialamide	Monoamine oxidase inhibitor
7436	0	cp	BRD-K67783091	haloperidol	Dopamine receptor antagonist
7437	0	cp	BRD-K41410256	balsalazide	Cyclooxygenase inhibitor
7438	0	cp	BRD-A01320529	salmeterol	Adrenergic receptor agonist
7439	0	cp	BRD-A81233518	glycopyrrolate	Acetylcholine receptor antagonist
7440	0	cp	BRD-K27721098	clopidogrel	Purinergic receptor antagonist
7441	0	cp	BRD-A69512159	carbidopa	Aromatic L-amino acid decarboxylase inhibitor
7442	0	cp	BRD-K83010055	VU-0415374-1	Glutamate receptor modulator
7443	0	cp	BRD-A34208323	VU-0404997-2	Glutamate receptor modulator
7444	0	cp	BRD-K39823328	VU-0366037-2	Glutamate receptor modulator
7445	0	cp	BRD-K30649484	mafenide	Carbonic anhydrase inhibitor
7446	0	cp	BRD-K44432556	VU-0418946-1	HIF modulator
7447	0	cp	BRD-U88459701	atorvastatin	HMGCR inhibitor
7448	0	cp	BRD-K28470988	L-690330	Inositol monophosphatase inhibitor
7449	0	cp	BRD-K91623615	ABT-751	Tubulin inhibitor
7450	0	cp	BRD-A13122391	triptolide	RNA polymerase inhibitor
7451	0	cp	BRD-K09907482	PRL-3-inhibitor-I	Tyrosine phosphatase inhibitor
7452	0	cp	BRD-A75517195	thiazolopyrimidine	CDC inhibitor
7453	0	cp	BRD-K14888893	minoxidil	KATP activator
7454	0	cp	BRD-K82135108	elesclomol	Oxidative stress inducer
7455	0	cp	BRD-A85860691	chaetocin	Histone lysine methyltransferase inhibitor
7456	0	cp	BRD-K71799949	carbamazepine	Carboxamide antiepileptic
7457	0	cp	BRD-K12994359	valdecoxib	Cyclooxygenase inhibitor
7458	0	cp	BRD-K74236984	UNC-0321	Histone lysine methyltransferase inhibitor
7459	0	cp	BRD-K80527266	triacsin-c	Adrenergic receptor antagonist
7460	0	cp	BRD-A35588707	teniposide	Topoisomerase inhibitor
7461	0	cp	BRD-K03816923	rottlerin	MAP kinase inhibitor
7462	0	cp	BRD-A45889380	mepacrine	Cytokine production inhibitor
7463	0	cp	BRD-K11853856	PJ-34	PARP inhibitor
7464	0	cp	BRD-K67566344	KU-0063794	MTOR inhibitor
7465	0	cp	BRD-K85606544	neratinib	EGFR inhibitor
7466	0	cp	BRD-K47983010	BX-795	IKK inhibitor
7467	0	cp	BRD-A67373739	AICA-ribonucleotide	AMPK activator
7468	0	cp	BRD-K94325918	kinetin-riboside	Apoptosis stimulant
7469	0	cp	BRD-K54256913	MK-1775	WEE1 kinase inhibitor
7470	0	cp	BRD-K15563106	phloretin	Sodium/glucose cotransporter inhibitor
7471	0	cp	BRD-K00317371	RITA	MDM inhibitor
